Vertices,Time_Taken
500,0.048948099999961414
1000,0.1706977999999708
1500,0.4541816999999355
2000,0.7333411000001888
2500,1.0997486000001118
3000,1.6752910000000156
3500,2.253020400000196
4000,2.9213988999999856
4500,3.6271869999998216
5000,4.622406099999807
