Vertices,Time_taken
500,0.027113699999972596
750,0.06057369999984985
1000,0.11047180000014123
1250,0.17135499999994863
1500,0.24856369999997696
1750,0.369161399999939
2000,0.4547675999999683
2250,0.5623302999999851
2500,0.6927585999999337
2750,0.8465364999999565
3000,1.0180066999998871
3250,1.1708972000001268
3500,1.4074259999999867
3750,1.6061236999998982
4000,1.8179202999999688
4250,2.0851946999998745
4500,2.295810599999868
4750,2.5662108000001354
5000,2.90149550000001
