ArraySize,Hits,Misses,HitPercent,AvgTime,AvgFoundIndex
3790000,6782,33218,16.96,0.0000002384,1908786.14
3795000,6882,33118,17.21,0.0000002313,1881128.92
3800000,6762,33238,16.91,0.0000002411,1893308.29
3805000,6851,33149,17.13,0.0000002386,1901087.56
3810000,6999,33001,17.50,0.0000002403,1892516.15
3815000,6887,33113,17.22,0.0000002405,1888590.61
3820000,6778,33222,16.95,0.0000002313,1886829.30
3825000,6800,33200,17.00,0.0000002346,1936193.88
3830000,6834,33166,17.09,0.0000002457,1914704.50
3835000,7033,32967,17.58,0.0000002337,1899537.61
3840000,6794,33206,16.98,0.0000002500,1922038.06
3845000,6820,33180,17.05,0.0000002641,1919919.07
3850000,6913,33087,17.28,0.0000002371,1946382.64
3855000,6883,33117,17.21,0.0000002717,1917221.85
3860000,6955,33045,17.39,0.0000002481,1926305.24
3865000,6972,33028,17.43,0.0000002507,1927427.66
3870000,6852,33148,17.13,0.0000002705,1915558.72
3875000,6917,33083,17.29,0.0000002396,1935524.42
3880000,7005,32995,17.51,0.0000002468,1942273.77
3885000,7074,32926,17.69,0.0000002501,1926221.16
3890000,7065,32935,17.66,0.0000002361,1949672.40
3895000,7023,32977,17.56,0.0000002541,1946527.74
3900000,7027,32973,17.57,0.0000002357,1962996.21
3905000,7013,32987,17.53,0.0000002307,1936995.10
3910000,6957,33043,17.39,0.0000002387,1945242.28
3915000,7027,32973,17.57,0.0000002416,1929201.40
3920000,6997,33003,17.49,0.0000002503,1954686.83
3925000,7009,32991,17.52,0.0000002408,1966513.77
3930000,7175,32825,17.94,0.0000002374,1941902.56
3935000,7074,32926,17.69,0.0000002356,1963912.76
3940000,7115,32885,17.79,0.0000002412,1953079.14
3945000,7168,32832,17.92,0.0000002495,1977767.84
3950000,7028,32972,17.57,0.0000002346,1999220.05
3955000,6963,33037,17.41,0.0000002318,1981003.42
3960000,6898,33102,17.24,0.0000002303,1962300.19
3965000,7225,32775,18.06,0.0000002478,1968419.61
3970000,7071,32929,17.68,0.0000002542,1979310.21
3975000,7033,32967,17.58,0.0000002442,2010239.97
3980000,7104,32896,17.76,0.0000002382,1978547.60
3985000,7068,32932,17.67,0.0000002410,1984373.81
3990000,7066,32934,17.66,0.0000002344,1997000.50
3995000,7203,32797,18.01,0.0000002290,2002531.02
4000000,7184,32816,17.96,0.0000002286,2013819.08
4005000,7321,32679,18.30,0.0000002390,1985632.66
4010000,7032,32968,17.58,0.0000002386,1980894.84
4015000,7270,32730,18.18,0.0000002639,2011152.42
4020000,7290,32710,18.22,0.0000002759,1971143.61
4025000,7138,32862,17.84,0.0000002287,2021883.41
4030000,7160,32840,17.90,0.0000002674,2010643.82
4035000,7189,32811,17.97,0.0000002675,2003083.77
4040000,7212,32788,18.03,0.0000002379,2015395.65
4045000,7180,32820,17.95,0.0000002369,2018569.84
4050000,7141,32859,17.85,0.0000002868,2006026.00
4055000,7223,32777,18.06,0.0000002388,2034883.95
4060000,7178,32822,17.95,0.0000002441,2013312.69
4065000,7200,32800,18.00,0.0000002554,2018038.30
4070000,7189,32811,17.97,0.0000002442,2041157.33
4075000,7188,32812,17.97,0.0000002511,2029915.34
4080000,7202,32798,18.00,0.0000002323,2019476.85
4085000,7389,32611,18.47,0.0000002616,2038612.09
4090000,7324,32676,18.31,0.0000002849,2024959.17
4095000,7332,32668,18.33,0.0000002358,2020844.24
4100000,7428,32572,18.57,0.0000002713,2023278.36
4105000,7191,32809,17.98,0.0000002577,2072484.76
4110000,7354,32646,18.39,0.0000002705,2059849.98
4115000,7428,32572,18.57,0.0000002775,2040358.95
4120000,7238,32762,18.09,0.0000002693,2038639.31
4125000,7380,32620,18.45,0.0000002614,2077930.65
4130000,7395,32605,18.49,0.0000002791,2061402.41
4135000,7461,32539,18.65,0.0000002847,2051428.13
4140000,7512,32488,18.78,0.0000002723,2068889.96
4145000,7317,32683,18.29,0.0000002704,2097151.13
4150000,7289,32711,18.22,0.0000002839,2083967.56
4155000,7509,32491,18.77,0.0000002692,2081302.95
4160000,7382,32618,18.45,0.0000002872,2062173.53
4165000,7531,32469,18.83,0.0000002703,2109950.27
4170000,7297,32703,18.24,0.0000002757,2076475.11
4175000,7546,32454,18.87,0.0000002687,2066810.71
4180000,7369,32631,18.42,0.0000002578,2082849.23
4185000,7502,32498,18.75,0.0000002823,2095348.15
4190000,7471,32529,18.68,0.0000002705,2105157.46
4195000,7375,32625,18.44,0.0000002750,2078566.40
4200000,7499,32501,18.75,0.0000002766,2094651.19
4205000,7462,32538,18.66,0.0000002746,2119611.43
4210000,7508,32492,18.77,0.0000002897,2111553.52
4215000,7636,32364,19.09,0.0000002648,2085781.76
4220000,7636,32364,19.09,0.0000002562,2081254.87
4225000,7624,32376,19.06,0.0000002782,2122640.42
4230000,7534,32466,18.83,0.0000002718,2088586.09
4235000,7651,32349,19.13,0.0000002686,2107828.55
4240000,7619,32381,19.05,0.0000002747,2124648.32
4245000,7564,32436,18.91,0.0000002635,2119066.92
4250000,7573,32427,18.93,0.0000002813,2103016.15
4255000,7673,32327,19.18,0.0000002691,2124921.80
4260000,7703,32297,19.26,0.0000002723,2113294.08
4265000,7534,32466,18.83,0.0000002642,2126588.12
4270000,7463,32537,18.66,0.0000002702,2108372.98
4275000,7664,32336,19.16,0.0000002828,2143168.02
4280000,7503,32497,18.76,0.0000002682,2138880.10
4285000,7613,32387,19.03,0.0000002785,2152373.30
4290000,7628,32372,19.07,0.0000002655,2125931.76
4295000,7664,32336,19.16,0.0000002798,2167748.18
4300000,7774,32226,19.43,0.0000002771,2163123.42
4305000,7575,32425,18.94,0.0000002581,2153374.54
4310000,7483,32517,18.71,0.0000002646,2112832.44
4315000,7619,32381,19.05,0.0000002680,2149603.01
4320000,7530,32470,18.82,0.0000002645,2149248.33
4325000,7653,32347,19.13,0.0000002686,2153971.59
4330000,7706,32294,19.27,0.0000002800,2134943.48
4335000,7586,32414,18.96,0.0000002927,2163820.64
4340000,7703,32297,19.26,0.0000002684,2159848.19
4345000,7673,32327,19.18,0.0000002739,2128663.55
4350000,7701,32299,19.25,0.0000002649,2164802.24
4355000,7652,32348,19.13,0.0000002608,2153573.60
4360000,7853,32147,19.63,0.0000002663,2171596.11
4365000,7741,32259,19.35,0.0000002674,2179184.64
4370000,7692,32308,19.23,0.0000002750,2171873.54
4375000,7789,32211,19.47,0.0000002721,2181626.24
4380000,7873,32127,19.68,0.0000002806,2225945.25
4385000,7774,32226,19.43,0.0000002802,2170500.77
4390000,7660,32340,19.15,0.0000002719,2177023.50
4395000,7842,32158,19.61,0.0000002700,2189058.17
4400000,7606,32394,19.02,0.0000002594,2184125.59
4405000,7919,32081,19.80,0.0000002635,2198591.03
4410000,7878,32122,19.70,0.0000002690,2188313.68
4415000,7874,32126,19.68,0.0000002808,2205184.50
4420000,7786,32214,19.46,0.0000002701,2200850.03
4425000,7747,32253,19.37,0.0000002774,2193375.44
4430000,7862,32138,19.66,0.0000002414,2194442.05
4435000,8006,31994,20.02,0.0000002474,2219679.19
4440000,7908,32092,19.77,0.0000002524,2227564.18
4445000,7983,32017,19.96,0.0000002506,2180389.53
4450000,7857,32143,19.64,0.0000002687,2186594.14
4455000,7938,32062,19.84,0.0000002423,2208988.89
4460000,7898,32102,19.74,0.0000002657,2215931.26
4465000,7791,32209,19.48,0.0000002390,2212368.49
4470000,7844,32156,19.61,0.0000002538,2236597.24
4475000,7816,32184,19.54,0.0000002492,2212859.65
4480000,7740,32260,19.35,0.0000002406,2250984.58
4485000,8078,31922,20.20,0.0000002422,2213839.52
4490000,7871,32129,19.68,0.0000002463,2216998.92
4495000,8086,31914,20.21,0.0000002434,2238504.60
4500000,7982,32018,19.96,0.0000002593,2224095.64
4505000,7873,32127,19.68,0.0000002510,2273308.01
4510000,7815,32185,19.54,0.0000002462,2240763.62
4515000,7986,32014,19.96,0.0000002493,2244419.87
4520000,7831,32169,19.58,0.0000002463,2244632.49
4525000,8079,31921,20.20,0.0000002485,2267527.05
4530000,7876,32124,19.69,0.0000002518,2238127.68
4535000,8049,31951,20.12,0.0000002510,2270574.63
4540000,8078,31922,20.20,0.0000002475,2255807.43
4545000,8096,31904,20.24,0.0000002619,2263404.00
4550000,8031,31969,20.08,0.0000002430,2259367.63
4555000,8031,31969,20.08,0.0000002531,2287916.38
4560000,7850,32150,19.62,0.0000002547,2288130.39
4565000,7997,32003,19.99,0.0000002446,2266299.55
4570000,8029,31971,20.07,0.0000002651,2266573.37
4575000,8070,31930,20.18,0.0000002460,2270521.00
4580000,7997,32003,19.99,0.0000002445,2277008.47
4585000,8223,31777,20.56,0.0000002516,2253069.39
4590000,8074,31926,20.18,0.0000002525,2291726.74
4595000,8169,31831,20.42,0.0000002637,2277113.25
4600000,8307,31693,20.77,0.0000002552,2314006.15
4605000,8057,31943,20.14,0.0000002540,2295773.73
4610000,8122,31878,20.30,0.0000002962,2290630.47
4615000,8205,31795,20.51,0.0000002522,2291139.10
4620000,7996,32004,19.99,0.0000002515,2308855.03
4625000,8130,31870,20.32,0.0000002437,2314701.12
4630000,8199,31801,20.50,0.0000002569,2307735.44
4635000,8167,31833,20.42,0.0000002466,2289355.42
4640000,8235,31765,20.59,0.0000002421,2303159.16
4645000,8155,31845,20.39,0.0000002480,2317903.81
4650000,8143,31857,20.36,0.0000002449,2304488.91
4655000,8164,31836,20.41,0.0000002494,2341022.54
4660000,8340,31660,20.85,0.0000002564,2327771.25
4665000,8055,31945,20.14,0.0000002565,2316432.23
4670000,8304,31696,20.76,0.0000002498,2341517.43
4675000,8215,31785,20.54,0.0000002432,2361413.34
4680000,8140,31860,20.35,0.0000002594,2332205.60
4685000,8163,31837,20.41,0.0000002464,2329801.32
4690000,8228,31772,20.57,0.0000002546,2343145.00
4695000,8283,31717,20.71,0.0000002419,2336889.56
4700000,8357,31643,20.89,0.0000002441,2357934.65
4705000,8304,31696,20.76,0.0000002563,2348530.36
4710000,8377,31623,20.94,0.0000002646,2337915.34
4715000,8261,31739,20.65,0.0000002497,2356777.56
4720000,8393,31607,20.98,0.0000002593,2367677.47
4725000,8278,31722,20.70,0.0000002473,2337861.33
4730000,8384,31616,20.96,0.0000002602,2328046.09
4735000,8330,31670,20.82,0.0000002467,2347575.06
4740000,8411,31589,21.03,0.0000002522,2358747.97
4745000,8328,31672,20.82,0.0000002635,2376659.97
4750000,8292,31708,20.73,0.0000002536,2369935.44
4755000,8453,31547,21.13,0.0000002479,2358175.23
4760000,8334,31666,20.84,0.0000002546,2381551.20
4765000,8511,31489,21.28,0.0000002475,2377661.68
4770000,8406,31594,21.02,0.0000002584,2391645.92
4775000,8387,31613,20.97,0.0000002531,2385894.66
4780000,8298,31702,20.75,0.0000002464,2390431.15
4785000,8451,31549,21.13,0.0000002558,2379396.44
4790000,8439,31561,21.10,0.0000002558,2375718.71
4795000,8498,31502,21.25,0.0000002499,2392851.25
4800000,8378,31622,20.95,0.0000002562,2396308.48
4805000,8474,31526,21.19,0.0000002514,2396631.48
4810000,8354,31646,20.89,0.0000002610,2392123.00
4815000,8501,31499,21.25,0.0000002709,2409859.26
4820000,8488,31512,21.22,0.0000002549,2423712.33
4825000,8518,31482,21.30,0.0000002479,2413192.09
4830000,8378,31622,20.95,0.0000002491,2434292.78
4835000,8394,31606,20.98,0.0000002565,2417873.99
4840000,8422,31578,21.05,0.0000002504,2409659.70
4845000,8525,31475,21.31,0.0000002579,2420606.30
4850000,8509,31491,21.27,0.0000002536,2403239.18
4855000,8684,31316,21.71,0.0000002663,2408285.96
4860000,8610,31390,21.52,0.0000002476,2419479.64
4865000,8495,31505,21.24,0.0000002664,2417558.83
4870000,8525,31475,21.31,0.0000002542,2418994.23
4875000,8576,31424,21.44,0.0000002582,2450819.79
4880000,8525,31475,21.31,0.0000002634,2421953.35
4885000,8641,31359,21.60,0.0000002533,2418965.90
4890000,8629,31371,21.57,0.0000002531,2446189.01
4895000,8531,31469,21.33,0.0000002540,2424590.80
4900000,8492,31508,21.23,0.0000002543,2445723.82
4905000,8547,31453,21.37,0.0000002617,2440076.93
4910000,8675,31325,21.69,0.0000003198,2447209.62
4915000,8571,31429,21.43,0.0000002614,2459594.34
4920000,8623,31377,21.56,0.0000002654,2455319.73
4925000,8691,31309,21.73,0.0000002544,2435185.79
4930000,8747,31253,21.87,0.0000002508,2459276.16
4935000,8588,31412,21.47,0.0000002627,2451474.95
4940000,8604,31396,21.51,0.0000002543,2454534.77
4945000,8684,31316,21.71,0.0000002607,2452233.79
4950000,8653,31347,21.63,0.0000002585,2449366.70
4955000,8670,31330,21.68,0.0000002748,2461022.86
4960000,8590,31410,21.48,0.0000002527,2470164.25
4965000,8715,31285,21.79,0.0000002598,2439966.62
4970000,8840,31160,22.10,0.0000002543,2484992.76
4975000,8670,31330,21.68,0.0000002570,2502556.56
4980000,8669,31331,21.67,0.0000002532,2485931.82
4985000,8608,31392,21.52,0.0000002494,2484617.72
4990000,8652,31348,21.63,0.0000002637,2480707.32
4995000,8761,31239,21.90,0.0000002678,2498555.19
5000000,8750,31250,21.88,0.0000002511,2487638.52
