ArraySize,Hits,Misses,HitPercent,AvgTime,AvgFoundIndex
717000,8200,41800,16.40,0.0000001732,358518.28
719000,8131,41869,16.26,0.0000001688,360505.81
721000,8238,41762,16.48,0.0000001737,359364.08
723000,8073,41927,16.15,0.0000001620,363663.49
725000,8149,41851,16.30,0.0000002071,362654.44
727000,8255,41745,16.51,0.0000002411,366361.97
729000,8263,41737,16.53,0.0000002034,362924.14
731000,8287,41713,16.57,0.0000001800,368323.98
733000,8324,41676,16.65,0.0000001650,367327.98
735000,8333,41667,16.67,0.0000001699,365726.11
737000,8305,41695,16.61,0.0000001696,372731.17
739000,8442,41558,16.88,0.0000001602,368284.30
741000,8485,41515,16.97,0.0000001651,370248.63
743000,8485,41515,16.97,0.0000001574,375860.13
745000,8362,41638,16.72,0.0000001589,374703.65
747000,8518,41482,17.04,0.0000001697,376785.50
749000,8524,41476,17.05,0.0000001654,371643.57
751000,8483,41517,16.97,0.0000001679,378310.77
753000,8669,41331,17.34,0.0000001613,375596.78
755000,8550,41450,17.10,0.0000001592,377699.10
757000,8633,41367,17.27,0.0000001626,381473.11
759000,8736,41264,17.47,0.0000001643,378666.06
761000,8729,41271,17.46,0.0000001612,384951.51
763000,8611,41389,17.22,0.0000001592,377472.35
765000,8764,41236,17.53,0.0000001577,384113.87
767000,8542,41458,17.08,0.0000001661,380436.83
769000,8802,41198,17.60,0.0000001594,384953.48
771000,8759,41241,17.52,0.0000001595,385830.83
773000,8782,41218,17.56,0.0000001705,385429.12
775000,8879,41121,17.76,0.0000001591,388043.27
777000,8861,41139,17.72,0.0000001821,387508.37
779000,8703,41297,17.41,0.0000001833,392506.75
781000,8893,41107,17.79,0.0000001692,388403.90
783000,8779,41221,17.56,0.0000001700,391313.29
785000,8820,41180,17.64,0.0000001624,391558.48
787000,9050,40950,18.10,0.0000001671,392608.41
789000,8838,41162,17.68,0.0000001602,400264.97
791000,8900,41100,17.80,0.0000001661,398666.66
793000,9000,41000,18.00,0.0000001675,395178.39
795000,8984,41016,17.97,0.0000001603,401384.57
797000,8985,41015,17.97,0.0000001687,396441.25
799000,8995,41005,17.99,0.0000001837,396144.89
801000,8870,41130,17.74,0.0000001861,399053.54
803000,9056,40944,18.11,0.0000001611,403886.00
805000,9137,40863,18.27,0.0000001713,403612.64
807000,9198,40802,18.40,0.0000001637,402230.98
809000,8976,41024,17.95,0.0000001622,405185.69
811000,9038,40962,18.08,0.0000001680,405094.10
813000,9056,40944,18.11,0.0000001601,400829.67
815000,9096,40904,18.19,0.0000001667,406673.92
817000,9278,40722,18.56,0.0000001644,407450.53
819000,9088,40912,18.18,0.0000001636,411453.27
821000,9256,40744,18.51,0.0000001614,414681.38
823000,9251,40749,18.50,0.0000001614,410504.15
825000,9270,40730,18.54,0.0000001685,411777.99
827000,9280,40720,18.56,0.0000001613,418144.72
829000,9278,40722,18.56,0.0000001626,418303.20
831000,9350,40650,18.70,0.0000001664,414730.06
833000,9327,40673,18.65,0.0000001614,418345.54
835000,9413,40587,18.83,0.0000001680,414849.27
837000,9563,40437,19.13,0.0000001663,418218.26
839000,9359,40641,18.72,0.0000001622,421034.73
841000,9311,40689,18.62,0.0000001624,423581.03
843000,9590,40410,19.18,0.0000001656,422726.94
845000,9538,40462,19.08,0.0000001644,418975.99
847000,9527,40473,19.05,0.0000001620,418574.46
849000,9469,40531,18.94,0.0000001683,426347.41
851000,9499,40501,19.00,0.0000001644,431329.62
853000,9632,40368,19.26,0.0000001789,426921.24
855000,9572,40428,19.14,0.0000001661,424804.85
857000,9698,40302,19.40,0.0000001620,434083.62
859000,9600,40400,19.20,0.0000001703,431369.55
861000,9645,40355,19.29,0.0000001807,434614.75
863000,9696,40304,19.39,0.0000001739,428468.76
865000,9657,40343,19.31,0.0000001664,431641.81
867000,9737,40263,19.47,0.0000001601,431308.62
869000,9666,40334,19.33,0.0000001610,432340.51
871000,9807,40193,19.61,0.0000001673,436570.99
873000,9723,40277,19.45,0.0000001642,438876.33
875000,9774,40226,19.55,0.0000001633,434886.09
877000,9732,40268,19.46,0.0000001672,440825.52
879000,9931,40069,19.86,0.0000001656,434306.82
881000,9830,40170,19.66,0.0000001702,439403.07
883000,9827,40173,19.65,0.0000001743,440256.56
885000,9896,40104,19.79,0.0000001639,439790.71
887000,10016,39984,20.03,0.0000001646,443826.77
889000,9966,40034,19.93,0.0000001673,441044.78
891000,10003,39997,20.01,0.0000001633,446065.11
893000,9989,40011,19.98,0.0000001815,444206.81
895000,9826,40174,19.65,0.0000001628,449602.23
897000,10017,39983,20.03,0.0000001686,450337.88
899000,10072,39928,20.14,0.0000001700,453129.37
901000,10110,39890,20.22,0.0000001751,448370.64
903000,10078,39922,20.16,0.0000001757,451262.64
905000,10125,39875,20.25,0.0000001645,454054.11
907000,9978,40022,19.96,0.0000001702,451302.97
909000,10125,39875,20.25,0.0000001760,451657.64
911000,9987,40013,19.97,0.0000001688,456172.95
913000,10124,39876,20.25,0.0000001749,454630.05
915000,10232,39768,20.46,0.0000001712,452508.17
917000,10216,39784,20.43,0.0000001636,457644.70
919000,10130,39870,20.26,0.0000001708,456939.78
921000,10168,39832,20.34,0.0000001645,459244.05
923000,10303,39697,20.61,0.0000001733,461030.23
925000,10319,39681,20.64,0.0000001701,460705.68
927000,10298,39702,20.60,0.0000001694,458513.66
929000,10261,39739,20.52,0.0000001787,465214.04
931000,10444,39556,20.89,0.0000001684,466388.75
933000,10381,39619,20.76,0.0000001663,465783.66
935000,10400,39600,20.80,0.0000001679,462524.43
937000,10428,39572,20.86,0.0000001788,467403.66
939000,10304,39696,20.61,0.0000001708,470757.22
941000,10509,39491,21.02,0.0000001701,472331.42
943000,10501,39499,21.00,0.0000001636,466248.00
945000,10570,39430,21.14,0.0000001654,472691.27
947000,10532,39468,21.06,0.0000001671,473032.34
949000,10591,39409,21.18,0.0000001710,473726.07
951000,10334,39666,20.67,0.0000001647,476214.41
953000,10509,39491,21.02,0.0000001696,477831.92
955000,10654,39346,21.31,0.0000001705,475697.62
957000,10657,39343,21.31,0.0000001716,477461.30
959000,10677,39323,21.35,0.0000001662,482083.40
961000,10637,39363,21.27,0.0000001642,475673.98
963000,10869,39131,21.74,0.0000001775,485787.48
965000,10668,39332,21.34,0.0000001789,481266.31
967000,10589,39411,21.18,0.0000001740,491448.64
969000,10790,39210,21.58,0.0000001696,479211.70
971000,10723,39277,21.45,0.0000001688,481142.42
973000,10817,39183,21.63,0.0000001768,486207.98
975000,10801,39199,21.60,0.0000001719,483566.80
977000,10796,39204,21.59,0.0000001745,485368.86
979000,10739,39261,21.48,0.0000001717,485611.46
981000,10915,39085,21.83,0.0000001759,493455.84
983000,10948,39052,21.90,0.0000001671,491918.44
985000,10944,39056,21.89,0.0000001639,494841.04
987000,10928,39072,21.86,0.0000001696,486732.99
989000,10945,39055,21.89,0.0000001707,495810.80
991000,10989,39011,21.98,0.0000001781,493897.28
993000,11051,38949,22.10,0.0000001674,493785.56
995000,11080,38920,22.16,0.0000001702,497221.70
997000,10994,39006,21.99,0.0000001794,494021.71
999000,11171,38829,22.34,0.0000001670,490790.28
1001000,10959,39041,21.92,0.0000001649,497010.08
1003000,11276,38724,22.55,0.0000001693,506604.37
1005000,11205,38795,22.41,0.0000001712,505677.21
1007000,11130,38870,22.26,0.0000001686,505482.68
1009000,11145,38855,22.29,0.0000001642,505179.04
1011000,11086,38914,22.17,0.0000001673,503094.37
1013000,11201,38799,22.40,0.0000001833,509611.67
1015000,11315,38685,22.63,0.0000001674,506627.23
1017000,11287,38713,22.57,0.0000001653,504643.32
1019000,11319,38681,22.64,0.0000001719,507852.23
1021000,11403,38597,22.81,0.0000001706,512628.76
1023000,11204,38796,22.41,0.0000001710,509879.07
1025000,11171,38829,22.34,0.0000001680,512411.30
1027000,11369,38631,22.74,0.0000001666,512751.82
1029000,11180,38820,22.36,0.0000001761,516401.34
1031000,11329,38671,22.66,0.0000001691,515170.94
1033000,11410,38590,22.82,0.0000001655,517009.81
1035000,11304,38696,22.61,0.0000001735,511074.90
1037000,11351,38649,22.70,0.0000001760,519163.85
1039000,11423,38577,22.85,0.0000001686,519269.06
1041000,11467,38533,22.93,0.0000001678,518194.04
1043000,11271,38729,22.54,0.0000001720,522132.91
1045000,11488,38512,22.98,0.0000001748,523427.98
1047000,11520,38480,23.04,0.0000001663,522914.79
1049000,11308,38692,22.62,0.0000001698,525782.75
1051000,11504,38496,23.01,0.0000001775,524819.96
1053000,11563,38437,23.13,0.0000001758,529492.90
1055000,11552,38448,23.10,0.0000001651,526225.57
1057000,11519,38481,23.04,0.0000001697,528922.08
1059000,11590,38410,23.18,0.0000001732,529007.53
1061000,11613,38387,23.23,0.0000001769,532971.58
1063000,11566,38434,23.13,0.0000001691,530966.48
1065000,11594,38406,23.19,0.0000001677,530882.03
1067000,11591,38409,23.18,0.0000001783,536407.58
1069000,11630,38370,23.26,0.0000001702,534514.77
1071000,11731,38269,23.46,0.0000001764,539616.92
1073000,11692,38308,23.38,0.0000001701,535222.74
1075000,11802,38198,23.60,0.0000001716,535929.55
1077000,11621,38379,23.24,0.0000001786,535344.60
1079000,11865,38135,23.73,0.0000001770,539525.48
1081000,11709,38291,23.42,0.0000001850,538711.91
1083000,11950,38050,23.90,0.0000001711,543288.87
1085000,11849,38151,23.70,0.0000001676,544786.16
1087000,11992,38008,23.98,0.0000001771,541555.45
1089000,11838,38162,23.68,0.0000001742,538877.55
1091000,11737,38263,23.47,0.0000001691,548384.67
1093000,12031,37969,24.06,0.0000001754,546921.39
1095000,11920,38080,23.84,0.0000001728,548640.12
1097000,11930,38070,23.86,0.0000001727,549209.59
1099000,11841,38159,23.68,0.0000001754,547231.16
1101000,11874,38126,23.75,0.0000001815,552439.98
1103000,11981,38019,23.96,0.0000001694,546543.22
1105000,12084,37916,24.17,0.0000001718,547697.66
1107000,12107,37893,24.21,0.0000001772,554812.28
1109000,11940,38060,23.88,0.0000001719,557835.50
1111000,12315,37685,24.63,0.0000001713,558297.77
